,categories,seedwords,words,rseeds
121,urban,"['street', 'theater', 'cultural', 'infrastructure', 'nightlife']","['downtown_manhattan', 'new_neighborhood', 'abuzz', 'financial_district', 'waterfront', 'young_professionals', 'garment_district', 'red_hook', 'community', 'small_stores', 'small_shops', 'soho', 'mall', 'shopping_district', 'downtowns', '125th_street', 'weekenders', 'business_district', 'main_street', 'midtown', 'urban', 'tribeca', 'night_life', 'downtown_area', 'malls', 'shopping_center', 'thriving', 'storefront', 'upper_east_side', 'the_east_side', 'chinatown', 'union_square', 'boutiques', 'neighborhood', 'hamptons', 'bookstore', 'new_residents', 'shopping_malls', 'riverfront', 'central_business_district', 'west_village', 'shopping_mall', 'other_neighborhoods', 'cafes', 'the_east_end', 'the_upper_west_side', 'upper_west_side', 'brownstones', 'tenements', 'strip_malls', 'village', 'storefronts', 'new_restaurants', 'downtown', 'theater_district', 'foot_traffic']","[11, 51, 5, 19, 43]"
122,shopping,"['errand', 'clothes', 'rack', 'overpriced', 'coffee']","['costume_jewelry', 'decorators', 'cosmetics', 'store', 'shoppers', 'retail', 'other_stores', 'showrooms', 'watches', 'price_tags', 'saks', 'wide_selection', 'dealers', 'boutique', 'saks_fifth_avenue', 'antiques', 'accessories', 'leather_goods', 'auction_houses', 'hermu00e8s', 'purchases', 'buyers', 'designer_labels', 'sellers', 'readytowear', 'many_stores', 'retailers', 'furnishings', 'auctions', 'local_stores', 'bloomingdales', 'apparel', 'most_stores', 'low_prices', 'department_stores', 'boutiques', 'shopping', 'selection', 'furniture', 'selling', 'stores', 'designer_clothes', 'buying', 'local_market', 'discount', 'neiman_marcus', 'shopper', 'few_items', 'household_goods', 'market', 'footwear', 'bargains', 'shops', 'housewares', 'discount_stores', 'louis_vuitton', 'costco', 'jewelry', 'collectibles', 'home_furnishings', 'inventory', 'bargain_prices', 'ebay', 'bergdorf', 'offerings', 'luxury_goods', 'merchandise', 'clothing', 'sporting_goods', 'fabrics', 'barneys', 'jewelers', 'wares', 'linens', 'many_items', 'glassware', 'retailer', 'handbags', 'china', 'furs', 'shop', 'retailing', 'flea_market', 'flea_markets', 'haggle', 'showroom']","[56, 20, 19, 3, 9]"
123,disgust,"['disgusted', 'scowl', 'seething', 'misery', 'distaste']","['unhappiness', 'indifference', 'puzzlement', 'apprehension', 'hysteria', 'unpleasantness', 'arrogance', 'indignation', 'moral_outrage', 'recrimination', 'defensiveness', 'weariness', 'discouragement', 'harshness', 'uneasiness', 'contempt', 'perplexity', 'bullying', 'indecision', 'hesitancy', 'disdain', 'annoyance', 'intolerance', 'revulsion', 'agitation', 'repugnant', 'provocation', 'fatalism', 'belligerence', 'insensitivity', 'bafflement', 'inadequacy', 'apathy', 'distrust', 'ambivalence', 'loathing', 'rancor', 'insecurity', 'ostracism', 'disquiet', 'ill', 'politeness', 'victimization', 'passivity', 'helplessness', 'very_presence', 'disregard', 'ill_will', 'timidity', 'selfcriticism', 'denial', 'deplorable', 'callousness', 'disgust', 'bitterness', 'anguish', 'unease', 'abhorrence', 'awkwardness', 'discomfort', 'ridicule', 'disrespect', 'ignorance', 'dislike', 'outrage', 'bewilderment', 'incredulity', 'disapproval', 'frustration', 'hostility', 'impatience', 'defiance', 'incomprehension', 'wariness', 'hypocrisy', 'recklessness', 'reticence', 'contrition', 'regret', 'scorn', 'humiliation', 'public_humiliation', 'equanimity', 'unfairness', 'fear', 'sensitivities', 'irritation', 'rudeness', 'distress', 'inevitability', 'anger', 'resentment', 'exasperation', 'cowardice', 'fury', 'powerlessness', 'distaste', 'cynicism']","[85, 82, 91, 48, 28]"
124,fire,"['flaring', 'smoke', 'candle', 'firewood', 'warm']","['burrow', 'seep', 'vibrating', 'hiss', 'slither', 'bob', 'seeps', 'hot_air', 'fireball', 'creak', 'rustle', 'smolder', 'blazing', 'whoosh', 'crackle', 'bubble', 'pulsing', 'flakes', 'melting', 'dew', 'droplets', 'exhaling', 'embers', 'flickers', 'bubbles', 'glow', 'fire', 'vaporized', 'splash', 'puddles', 'cold_air', 'throb', 'flickering', 'shimmering', 'underfoot', 'dissipates', 'flame', 'scorch', 'rolling', 'melt', 'evaporates', 'crackling', 'flares', 'drench', 'cools', 'heave', 'drips', 'haze', 'vaporize', 'cascading', 'penetrates', 'flutter', 'mist', 'waft', 'billow', 'eddies', 'melts', 'bright_sunlight', 'blot', 'rivulets', 'blue_light', 'vibrate', 'wisps', 'cascades', 'swirls', 'spew', 'drip', 'dissolves', 'glisten', 'bursts', 'rumble', 'oozing', 'heaving', 'vapor', 'melted', 'flicker', 'froth', 'white_light', 'blinding', 'congealed', 'darken', 'ooze', 'radiating', 'dripping', 'shiver', 'billows']","[67, 42, 69, 6, 58]"
125,tool,"['machinery', 'hack', 'sledgehammer', 'handheld', 'drilling']","['repairman', 'flashlight', 'repair_shop', 'manually', 'backpack', 'defibrillator', 'tool', 'scalpel', 'fender', 'xray_machine', 'car_seat', 'dashboard', 'harness', 'wipers', '18wheeler', 'wagon', 'gas_tank', 'propeller', 'car', 'vacuum_cleaner', 'heater', 'pumps', 'chassis', 'steering_wheel', 'gear', 'truck', 'wheel', 'old_car', 'rig', 'hood', 'motor', 'family_car', 'carburetor', 'crew_member', 'scooter', 'compressor', 'winch', 'hose', 'race_car', 'robot', 'bicycle', 'plumber', 'motorcycle', 'tractor', 'cutter', 'station_wagon', 'electrician', 'drill', 'helper', 'ignition', 'tester', 'parachute', 'tow_truck', 'air_bag', 'batteries', 'compartment', 'engine', 'axle', 'muffler', 'forklift', 'seat_belt', 'battery', 'airplane', 'sled', 'sports_car', 'minivan', 'tire', 'mechanic', 'pickup_truck', 'humvee', 'hard_hat', 'bike', 'wheels', 'washing_machine', 'technician', 'lawn_mower']","[64, 4, 33, 7, 13]"
126,phone,"['call', 'hear', 'phone', 'device', 'signal']","['modem', 'earphones', 'callers', 'phone', 'cellular_phone', 'instant_messages', 'voice_mail', 'email', 'server', 'remote_control', 'speakerphone', 'cell_phone', 'service', 'buttons', 'caller', 'commands', 'headset', 'listen', 'messages', 'communicator', 'feedback', 'button', 'fax_machine', 'headphones', 'cellphone', 'pager', 'same_message', 'dial', 'message', 'signal', 'user']","[36, 58, 39, 8, 11]"
127,gain,"['monetary', 'greed', 'commitment', 'currency', 'fundraising']","['prosper', 'diversification', 'hard_currency', 'devaluation', 'yuan', 'new_entrants', 'shortterm_profits', 'exchange_rates', 'american_goods', 'competitive_edge', 'ruble', 'foreign_investors', 'depreciate', 'higher_yields', 'enterprises', 'new_wealth', 'higher_interest_rates', 'value', 'new_investment', 'high_returns', 'marketplace', 'speculators', 'higher_returns', 'savers', 'capital_markets', 'investors', 'american_industry', 'low_prices', 'reinvest', 'reap', 'buying_power', 'reward', 'low_interest_rates', 'huge_profits', 'commodity', 'redeem', 'markets', 'american_business', 'invest', 'longterm_investments', 'global_marketplace', 'thrive', 'trading_system', 'currencies', 'private_capital', 'entrepreneurial_spirit', 'lower_prices', 'free_market', 'innovation', 'liquidity', 'foreign_competitors', 'bonus', 'future_growth', 'profit', 'american_consumer', 'global_economy', 'american_investors', 'dividends', 'new_economy', 'international_markets', 'longterm_investment', 'foreign_markets', 'competitive_advantage', 'japanese_consumers', 'competitiveness', 'competitive_market', 'global_markets', 'world_markets', 'global_market', 'innovate', 'high_interest_rates', 'longterm_growth', 'market_forces', 'big_profits', 'hedge', 'lower_interest_rates', 'private_enterprise', 'lower_rates', 'foreign_capital', 'currency', 'gain', 'hedging']","[28, 74, 40, 55, 8]"
128,sound,"['raspy', 'clanging', 'thump', 'audible', 'moaning']","['clanging', 'pulsating', 'ricocheting', 'hissing', 'vibrating', 'chirping', 'hiss', 'rasp', 'wails', 'taps', 'foghorn', 'shrieking', 'scream', 'sound_system', 'scratching', 'bass_lines', 'harmonics', 'ringing', 'humming', 'whistling', 'patter', 'rustle', 'drone', 'sound', 'chimes', 'whoosh', 'crackle', 'banging', 'wafting', 'pulsing', 'glissandos', 'ambient', 'chords', 'turntable', 'chattering', 'rattle', 'hummed', 'cymbals', 'wail', 'skittering', 'whine', 'noises', 'syncopation', 'vibrated', 'creaking', 'horn', 'throb', 'bellows', 'riffs', 'boom_box', 'swooping', 'rustling', 'cymbal', 'guitars', 'hum', 'chiming', 'car_horns', 'bass_drum', 'gongs', 'clanking', 'squawking', 'clang', 'reeds', 'cowbells', 'jackhammers', 'growling', 'squeals', 'rolling', 'shriek', 'crackling', 'drumbeats', 'screeching', 'jackhammer', 'siren', 'thundering', 'white_noise', 'whistles', 'only_sound', 'whir', 'honking', 'wailing', 'screech', 'amplifiers', 'thump', 'rapping', 'arpeggios', 'snoring', 'buzzing', 'strobe_lights', 'droning', 'clattering', 'eardrums', 'rumbling', 'squealing', 'blare', 'rattles', 'clank', 'clicking', 'power_chords', 'whirring', 'growl', 'boombox', 'fro', 'blasting', 'wind_chimes', 'grunts', 'whirling', 'rumble', 'boom_boxes', 'heaving', 'gong', 'fuzz', 'squeaky', 'crescendos', 'squeak', 'clatter', 'roar', 'squeaks', 'blaring', 'sounds', 'shrieks']","[89, 117, 51, 28, 23]"
129,injury,"['severely', 'infection', 'impact', 'puncture', 'bruised']","['ruptured', 'denting', 'bruising', 'amputate', 'pinched', 'hobble', 'damage', 'further_damage', 'nerve_damage', 'bled', 'gangrene', 'rectum', 'choking', 'immobilized', 'aggravating', 'tibia', 'significant_damage', 'damaging', 'buckled', 'injury', 'dislocated', 'severing', 'lower_leg', 'sagging', 'buckling', 'damages', 'cramping', 'mangled', 'paralyzed', 'derailing', 'vertebrae', 'rupture', 'bloodied', 'corroded', 'crushing', 'collapsing', 'stiffened', 'permanent_damage', 'stiffen', 'fractured', 'crippling', 'dented', 'spleen', 'slash', 'amputated', 'bleeding', 'fracturing', 'soft_tissue', 'inflamed', 'kneecap', 'hemorrhage', 'swollen', 'other_damage', 'stiffening', 'hobbled', 'weakened', 'femur', 'immobilize', 'punctured', 'fractures', 'lower_back', 'scarring', 'slashed', 'causing', 'further_injury', 'cartilage', 'ligament', 'paralyze', 'extinguishing', 'blisters', 'paralyzing', 'weakening', 'dislocating', 'triggering', 'inflicting', 'rupturing', 'igniting', 'splinter', 'deep_cut', 'puncturing', 'ligaments', 'damaged', 'tendons', 'hampering', 'constrict', 'scar_tissue', 'injure', 'fracture', 'crippled', 'swelling', 'spinal_cord', 'amputation', 'puncture', 'blood_vessel', 'bruised', 'lacerated', 'slashing', 'scar', 'flexed', 'serious_damage', 'dislodged', 'disabling']","[10, 66, 7, 53, 51]"
130,sailing,"['pirate', 'drown', 'warship', 'steer', 'hull']","['harbor', 'open_sea', 'fishing_boats', 'mainland', 'steer', 'rigging', 'sakhalin', 'buoy', 'island', 'peninsula', 'inland', 'seaside', 'waterway', 'sailing', 'archipelago']","[31, 57, 52, 64, 32]"
131,rage,"['spite', 'outrage', 'darken', 'sneer', 'ruthlessness']","['indifference', 'many_citizens', 'public_outrage', 'apprehension', 'discontent', 'hysteria', 'deep_resentment', 'indignation', 'moral_outrage', 'recrimination', 'racial_hatred', 'defensiveness', 'torrent', 'provoking', 'discouragement', 'denunciation', 'paranoia', 'mistrust', 'consternation', 'antiamericanism', 'intolerance', 'revulsion', 'agitation', 'disenchantment', 'seething', 'belligerence', 'insensitivity', 'recriminations', 'random_violence', 'engendered', 'militancy', 'distrust', 'apathy', 'drumbeat', 'vilification', 'fomented', 'loathing', 'rancor', 'animosities', 'rage', 'incited', 'public_sympathy', 'disquiet', 'deep_suspicion', 'lawlessness', 'bitter_memories', 'uncontrolled', 'economic_hardships', 'derision', 'international_criticism', 'popular_discontent', 'pent', 'inflamed', 'bitter_feelings', 'ill_will', 'harsh_criticism', 'timidity', 'antiamerican_sentiment', 'denunciations', 'backlash', 'disgust', 'bitterness', 'disaffection', 'unease', 'such_violence', 'invective', 'repression', 'ridicule', 'wrath', 'growing_frustration', 'public_protest', 'intransigence', 'disillusionment', 'outrage', 'bewilderment', 'disunity', 'hostility', 'impatience', 'incomprehension', 'wariness', 'public_anger', 'indecisiveness', 'vehemence', 'ethnic_hatred', 'enraged', 'howls', 'antagonism', 'scorn', 'condemnations', 'namecalling', 'distaste', 'outbursts', 'xenophobia', 'discord', 'irritation', 'resentments', 'anger', 'resentment', 'fury', 'clamor', 'vitriol', 'hatred', 'antipathy', 'cynicism']","[9, 11, 68, 23, 22]"
132,science,"['mathematician', 'quantum', 'physiology', 'invent', 'technological']","['geneticists', 'particle_physics', 'new_technique', 'new_discovery', 'experiments', 'quantum_theory', 'great_promise', 'genetic_code', 'new_knowledge', 'experimenters', 'human_disease', 'experimentation', 'discoveries', 'molecule', 'rna', 'practical_use', 'natural_selection', 'invention', 'experiment', 'nanotechnology', 'basic_science', 'theorem', 'physicists', 'new_methods', 'human_body', 'living_organisms', 'gene', 'genetics', 'fusion', 'hypothesis', 'computer_simulations', 'practical_application', 'human_dna', 'human_mind', 'evolutionary_process', 'theorists', 'new_form', 'new_techniques', 'science', 'progress', 'quantum_mechanics', 'refinements', 'human_behavior', 'new_theory', 'algorithm', 'formula', 'mathematician', 'general_relativity', 'string_theory', 'particle', 'medical_science', 'equations', 'new_process', 'practical_applications', 'new_science', 'artificial_intelligence', 'cold_fusion', 'human_evolution', 'mutation', 'cosmology', 'mathematical', 'organism', 'single_gene', 'alchemy', 'evolution', 'new_method', 'genetic_engineering', 'method', 'processes', 'phenomena', 'mathematicians', 'scientific_method', 'traditional_methods', 'psychoanalysis', 'pioneering_work', 'human_brain', 'inventions', 'nuclear_fusion', 'recent_advances', 'technique', 'genetic', 'synthesizing', 'dna', 'mitochondrial_dna', 'quantum', 'new_theories', 'differentiation', 'genes', 'breakthroughs', 'relativity', 'dr_wilson', 'proteins', 'the_human_genome_project', 'human_genome', 'sequencing', 'modern_science', 'y_chromosome', 'new_research', 'genome', 'superconductivity', 'synthesis']","[19, 28, 36, 3, 10]"
133,work,"['blueprint', 'freelancer', 'programmer', 'lawyer', 'file']","['employee', 'worker', 'equipment', 'administrative', 'principal', 'employer', 'personnel', 'superintendent', 'administrator', 'work', 'electrician', 'recruiter', 'teacher', 'supervisor', 'accountant', 'manager', 'contractor', 'technician']","[64, 102, 31, 29, 81]"
134,appearance,"['buff', 'stocky', 'dress', 'curvy', 'blonde']","['urbane', 'decadent', 'charming', 'bohemian', 'aristocratic', 'glitzy', 'trendy', 'naturally', 'masculine', 'fashionably', 'frumpy', 'ostentatious', 'dapper', 'elegant', 'voluptuous', 'dowdy', 'wholesome', 'tasteful', 'blonde', 'appearance', 'flashy', 'mischievous', 'brunette', 'winsome', 'handsome', 'colorful', 'retro', 'svelte', 'fussy', 'chic', 'gorgeous', 'macho', 'rumpled', 'adorable', 'hedonistic', 'fashionable', 'jolly', 'shabby', 'suave', 'vivacious', 'blond', 'feminine', 'petite', 'regal', 'staid', 'hippie', 'tacky', 'gawky', 'genteel', 'homely', 'drab', 'flamboyantly', 'seedy', 'pretty', 'fastidious', 'cultured', 'gregarious', 'stylish', 'kitschy', 'demure', 'stuffy', 'sleek', 'debonair', 'dignified', 'looking', 'pudgy', 'cheerful', 'brainy', 'glamorous', 'garish', 'funky', 'flirtatious', 'cheery', 'stolid', 'parisian', 'worldly', 'unassuming', 'unpretentious', 'trim', 'shaggy', 'redhead', 'seductive', 'photogenic', 'dour', 'youthful', 'stylishly', 'preppy', 'understated', 'scruffy', 'boyish', 'sexy', 'prim', 'eccentric', 'dandy']","[78, 83, 72, 90, 50]"
135,valuable,"['cent', 'wealth', 'profitable', 'benefit', 'wealth']","['percentage', 'meager', 'substantial', 'minuscule', 'ratio', 'lower_rate', 'differential', 'ratios', 'sum', 'quantity', 'fair_value', 'taxable', 'proportionately', 'small_fraction', 'total_amount', 'purchase_price', 'dollar_value', 'valuable', 'market_price', 'premium', 'dollar_amount', 'profit_margin', 'same_rate', 'aggregate', 'amounts', 'book_value', 'price', 'percentages', 'fraction', 'amount', 'valuation', 'market_value', 'payout', 'equal', 'rate', 'value', 'attain', 'proportionally']","[50, 41, 56, 19, 41]"
136,warmth,"['fuel', 'blazing', 'temperature', 'hot', 'closeness']","['soapy_water', 'coals', 'grease', 'cools', 'droplets', 'foam', 'damp_cloth', 'radiator', 'airconditioner', 'dry', 'pores', 'few_drops', 'bubbles', 'thermometer', 'garden_hose', 'warm_air', 'warmth', 'blowtorch', 'hardens', 'vacuum_cleaner', 'heater', 'spout', 'puff', 'entire_surface', 'warm_water', 'burner', 'lint', 'tub', 'cold_water', 'rust', 'stove', 'remover', 'ice_water', 'rinsing', 'cold_air', 'top_layer', 'rinse', 'grate', 'heat', 'liquid', 'hose', 'vapor', 'hot_water', 'cool_water', 'burners', 'jacket', 'thermostat', 'radiators', 'hot_air', 'perspiration', 'vent', 'cool_air', 'wash', 'boiling_water', 'plain_water', 'stains', 'sponge', 'frying_pan', 'moisture', 'kettle', 'faucet', 'solder', 'little_water', 'hair_dryer', 'vat', 'knob', 'boiling', 'flakes', 'overheat']","[5, 13, 37, 53, 8]"
137,youth,"['pregnant', 'delinquent', 'young', 'loving', 'sixteen']","['infant', 'behaved', 'child', 'little_boy', 'young_woman', 'little_girl', 'older_woman', 'older_man', 'younger_man', 'girl', 'small_child', 'toddler', 'hers', 'own_daughter', 'biological_mother', 'young_man', 'prostitute', 'mother', 'own_mother', 'newborn', 'boy', 'youth', 'other_woman', 'teenage_girl', 'youngster', 'ms_rodriguez', 'young_boy', 'puppy', 'young_son', 'woman', 'young_child', 'young_mother', 'adolescent', 'newborn_baby', 'girlfriend', 'own_child', 'young_daughter', 'baby', 'other_children', 'young_girl', 'man', 'boyfriend', 'teenager']","[13, 5, 6, 33, 11]"
138,sadness,"['contempt', 'evident', 'troubled', 'unfairness', 'strife']","['unhappiness', 'indifference', 'puzzlement', 'quarrels', 'restlessness', 'apprehension', 'discontent', 'deep_sense', 'hysteria', 'humiliations', 'sadness', 'unpleasantness', 'deep_resentment', 'torment', 'indignation', 'moral_outrage', 'recrimination', 'disillusion', 'defensiveness', 'weariness', 'sympathy', 'discouragement', 'loneliness', 'harshness', 'uneasiness', 'heartache', 'paranoia', 'foreboding', 'perplexity', 'sorrow', 'agony', 'indecision', 'mistrust', 'sufferings', 'disorientation', 'frictions', 'revulsion', 'agitation', 'disenchantment', 'exhilaration', 'fatalism', 'seething', 'great_pain', 'spasm', 'acrimony', 'bafflement', 'pessimism', 'dislocation', 'recriminations', 'yearnings', 'anxiety', 'despondency', 'distrust', 'apathy', 'dejection', 'ambivalence', 'exhaustion', 'loathing', 'selfdoubt', 'deep_feelings', 'mixed_emotions', 'rancor', 'overwhelming_sense', 'animosities', 'insecurity', 'rage', 'disquiet', 'ostracism', 'feelings', 'hopelessness', 'selfloathing', 'despair', 'heartbreak', 'animosity', 'helplessness', 'passivity', 'victimization', 'grieving', 'ill_will', 'unhappy', 'deprivation', 'jubilation', 'hopefulness', 'estrangement', 'longings', 'anxieties', 'stoicism', 'disgust', 'bitterness', 'personal_tragedy', 'strife', 'anguish', 'elation', 'unease', 'disaffection', 'misery', 'longing', 'savagery', 'befuddlement', 'frustrations', 'grief', 'detachment', 'awkwardness', 'discomfort', 'embittered', 'miseries', 'undercurrent', 'painful_memories', 'growing_sense', 'traumas', 'dislike', 'conflicting_emotions', 'yearning', 'pervasive_sense', 'alienation', 'disillusionment', 'bewilderment', 'disunity', 'incredulity', 'mourning', 'frustration', 'hostility', 'euphoria', 'impatience', 'incomprehension', 'wariness', 'bickering', 'contentment', 'reticence', 'betrayal', 'regret', 'empathy', 'hatreds', 'antagonism', 'dissension', 'personal_loss', 'humiliation', 'own_mortality', 'equanimity', 'shyness', 'outbursts', 'discord', 'tumult', 'angst', 'irritation', 'hardships', 'dread', 'resentments', 'pangs', 'emptiness', 'distress', 'inevitability', 'anger', 'desolation', 'resentment', 'exasperation', 'bereavement', 'profound_sense', 'fury', 'strong_emotions', 'privations', 'powerlessness', 'tinge', 'divisiveness', 'giddiness', 'hatred', 'selfpity', 'cynicism', 'jealousy']","[149, 127, 18, 136, 39]"
