,categories,seedwords,words
10,cheerfulness,['awed'],"['cheered', 'awed', 'oohed', 'admired', 'entranced', 'gawped', 'mesmerized', 'beamed', 'awwed', 'adoring', 'adored', 'congratulating', 'marvelled', 'awwing', 'mesmerised', 'beaming', 'gawked', 'applauded', 'gobsmacked', 'marveled', 'congratulated', 'astonished', 'awing', 'delighted', 'applauding', 'swooned', 'awestruck', 'dazzled', 'cheerfulness', 'praised', 'ogled', 'rejoiced', 'gawping', 'awe', 'envied', 'amazed', 'flabbergasted', 'astounded', 'admiration']"
11,aggression,['cockiness'],"['intimidation', 'attractiveness', 'attitude', 'scorn', 'good_humor', 'boldness', 'irritation', 'aggression', 'stubbornness', 'politeness', 'incredulity', 'ignorance', 'playful', 'disdain', 'sarcasm', 'masculinity', 'harshness', 'fakeness', 'stupidity', 'cockiness', 'humor', 'persistence', 'smugness', 'arrogance', 'charisma', 'cheeriness', 'discontent', 'resentment', 'menace', 'jealously', 'meanness', 'blatant', 'fake_happiness', 'slight_hint', 'kindness', 'humour', 'condescension', 'idiocy', 'enthusiasm', 'curiousity', 'little_fear', 'self_confidence', 'protectiveness', 'tone', 'fierceness', 'mockery', 'innocence', 'superiority', 'dislike', 'good_looks', 'possessiveness', 'malice', 'proudness', 'bravado', 'sass', 'sincerity', 'friendliness', 'sex_appeal', 'small_hint', 'loathing', 'sternness', 'aggravation', 'bitterness', 'mischievousness', 'aggressiveness', 'pride', 'demeanor', 'indignation', 'disapproval', 'amusement', 'insecurity', 'hopefulness', 'cocky_attitude', 'flirtation', 'bluntness', 'contempt', 'cheerfulness', 'snarky', 'annoyance', 'accusation', 'dissapointment', 'slightest_hint', 'bitchiness', 'selfconfidence', 'indifference', 'wariness', 'slight_anger', 'confidence', 'playfulness', 'sexiness', 'immaturity', 'cheekiness', 'defiance', 'eagerness', 'shyness', 'stubborness', 'impatience', 'teasing', 'sassiness', 'defensiveness', 'disappointment', 'nonchalance', 'mischief', 'flattery', 'skepticism', 'seriousness', 'condescending', 'hotness', 'slight_annoyance', 'mocking', 'jealousy', 'optimism', 'hostility']"
12,occupation,['detective'],"['coulson', 'prosecutor', 'file', 'consultant', 'general', 'protocol', 'psychiatrist', 'engineer', 'sherlock_holmes', 'officer', 'salesman', 'scotland_yard', 'police_officer', 'chairman', 'agent', 'mercenary', 'fbi_agent', 'rodrigo', 'surgeon', 'occupation', 'warden', 'monk', 'cord', 'courier', 'attorney', 'secretary', 'coroner', 'client', 'colleague', 'governor', 'agency', 'beckett', 'john', 'technician', 'therapist', 'employer', 'report', 'skinner', 'fury', 'morgue', 'detectives', 'director', 'suspect', 'investigating', 'mycroft', 'holmes', 'detective', 'cop', 'politician', 'colonel', 'intern', 'forensics', 'moriarty', 'lawyer', 'old_man', 'khan', 'lieutenant', 'fache', 'giovanni', 'reporter', 'supervisor', 'inspector', 'police_department', 'convict', 'medic', 'young_man', 'investigator', 'jim', 'sergeant', 'accomplice', 'police_force', 'scientist', 'sherlock', 'crime_scene', 'lestrade', 'policeman', 'senator', 'criminal', 'watson', 'hank', 'employee', 'document', 'private_investigator', 'department', 'patient', 'assistant', 'investigation', 'informant', 'sheriff', 'specialist', 'chief', 'psychologist', 'suspects', 'physician', 'authorities', 'john_watson']"
13,envy,['discontent'],"['defiance', 'aggravation', 'consternation', 'scorn', 'uncertainty', 'unease', 'eagerness', 'discomfort', 'menace', 'mortification', 'inner_turmoil', 'indignation', 'irritation', 'impatience', 'aggression', 'disinterest', 'disapproval', 'vexation', 'envy', 'disappointment', 'incredulity', 'disdain', 'intrigue', 'skepticism', 'outrage', 'trepidation', 'mockery', 'dissatisfaction', 'contempt', 'displeasure', 'distrust', 'unhappiness', 'annoyance', 'mistrust', 'resentment', 'malice', 'revulsion', 'smugness', 'distaste', 'agitation', 'discontent', 'indifference', 'wariness', 'apathy', 'hostility', 'loathing', 'apprehension']"
14,anticipation,['unsettle'],"['deterred', 'dissatisfied', 'elude', 'unsettle', 'receptive', 'discount', 'validate', 'unpleasantness', 'blatant', 'alters', 'excite', 'obtuse', 'perturbed', 'delight', 'humoured', 'irk', 'instigate', 'benign', 'provokes', 'unnerve', 'evasive', 'accommodating', 'agitate', 'favorable', 'innocuous', 'divine', 'dissent', 'spur', 'fascinate', 'distrust', 'astound', 'detects', 'stump', 'traitorous', 'insinuated', 'anticipation', 'appeased', 'goad', 'persist']"
15,family,['mom'],"['dads', 'house', 'granny', 'karen', 'kayla', 'baby_sister', 'sister', 'older_sister', 'stepdad', 'moms', 'grandparents', 'little_sister', 'whole_family', 'mother', 'parents', 'uncle', 'nana', 'step_mother', 'daddy', 'parent', 'des', 'home', 'foster_parents', 'granddad', 'mommy', 'father', 'gina', 'lisa', 'nanny', 'mia', 'mums', 'aunty', 'mum_and_dad', 'mum', 'step_mom', 'grandmother', 'gemma', 'grandmas', 'jamie', 'dad', 'foster_dad', 'little_brother', 'foster_mom', 'aunts', 'marie', 'step_dad', 'mom', 'brother', 'grandmothers', 'momma', 'grandma', 'lilly', 'step_father', 'anne', 'family', 'janet', 'aunt', 'kathy', 'grandad', 'grandpa', 'angie', 'katie', 'stepmom', 'auntie']"
16,vacation,['summer'],"['road_trip', 'two_weeks', 'summer_holidays', 'sophomore_year', 'senior_year', 'whole_year', 'graduation', 'the_school_year', 'long_weekend', 'winter_break', 'christmas_vacation', 'the_week', 'last_year', 'a_week', 'september', 'christmas', 'whole_summer', 'school_year', 'winter', 'march', 'a_month', 'a_day', 'summer_holiday', 'a_weekend', 'whole_month', 'camping_trip', 'this_year', 'vacation', 'summers', 'month', 'that_year', 'the_year', 'first_semester', 'whole_week', 'high_school', 'new_years', 'holidays', 'summer_camp', 'day', 'year', 'christmas_holidays', 'vacations', 'the_last_week', 'college', 'july', 'only_two_days', 'one_week', 'january', 'florida', 'week', 'summer_vacation', 'the_day', 'first_week', 'the_first_week', 'the_month', 'the_next_year', 'spring_break', 'the_summer', 'summer_time', 'school_time', 'christmas_eve', 'holiday', 'last_day', 'junior_year', 'the_spring', 'november', 'the_weekend', 'uni', 'summer_break', 'last_summer', 'entire_summer', 'the_last_day', 'new_year', 'october', 'summer', 'december', 'christmas_time', 'the_last_days', 'last_week', 'school_trip', 'this_summer', 'weekend', 'february', 'thanksgiving', 'the_next_month', 'christmas_break']"
17,crime,['detective'],"['coulson', 'jury', 'firefighter', 'good_doctor', 'prosecutor', 'file', 'crime', 'general', 'consultant', 'witness', 'bodyguard', 'collector', 'protocol', 'psychiatrist', 'engineer', 'sherlock_holmes', 'officer', 'questioning', 'salesman', 'scotland_yard', 'police_officer', 'chairman', 'investigated', 'agent', 'mercenary', 'fbi_agent', 'rodrigo', 'interrogation', 'younger_man', 'surgeon', 'warden', 'monk', 'clerk', 'cord', 'courier', 'attorney', 'investigators', 'secretary', 'businessman', 'subordinates', 'coroner', 'client', 'butler', 'soldier', 'reports', 'colleague', 'froleytia', 'shaw', 'governor', 'older_man', 'agency', 'beckett', 'young_lad', 'detective_carter', 'john', 'technician', 'therapist', 'philip', 'irving', 'blogger', 'employer', 'report', 'skinner', 'fury', 'morgue', 'captain', 'detectives', 'director', 'suspect', 'investigating', 'analysis', 'missing_person', 'mycroft', 'boone', 'holmes', 'detective', 'cop', 'politician', 'man', 'shrink', 'woman', 'colonel', 'intern', 'forensics', 'moriarty', 'lawyer', 'information', 'old_man', 'khan', 'henri', 'visitor', 'lieutenant', 'administrator', 'fache', 'giovanni', 'researcher', 'commander', 'reporter', 'supervisor', 'inspector', 'murder', 'police_department', 'convict', 'fbi', 'medic', 'chancellor', 'graham', 'ephraim', 'personal_assistant', 'franklin', 'young_man', 'investigator', 'mysterious_man', 'jim', 'sergeant', 'accomplice', 'police_force', 'scientist', 'reporting', 'sherlock', 'matasumi', 'crime_scene', 'warrant', 'lestrade', 'policeman', 'senator', 'other_man', 'murderer', 'criminal', 'doctor', 'watson', 'young_woman', 'hank', 'employee', 'document', 'nick_fury', 'private_investigator', 'department', 'patient', 'assistant', 'investigation', 'informant', 'sheriff', 'specialist', 'chief', 'psychologist', 'suspects', 'templeton', 'physician', 'authorities', 'john_watson']"
18,attractive,['alluring'],"['menacing', 'captivating', 'delectable', 'vibrant', 'effortless', 'mesmerising', 'breathtaking', 'sinister', 'ethereal', 'edgy', 'masculine', 'strikingly', 'subtle', 'delicate', 'distracting', 'frightening', 'expressive', 'irresistibly', 'endearing', 'radiant', 'disturbingly', 'striking', 'erotic', 'distinctive', 'feminine', 'arousing', 'lustful', 'angelic', 'malicious', 'tantalizing', 'exotic', 'charming', 'entrancing', 'calming', 'appealing', 'alluring', 'hypnotic', 'sultry', 'desirable', 'dazzling', 'hypnotizing', 'exquisite', 'sensual', 'dreamy', 'flattering', 'stunningly', 'compelling', 'undeniably', 'attractive', 'unnatural', 'tender', 'mysterious', 'enchanting', 'seductive', 'wonderfully', 'irresistible', 'intoxicating', 'startling', 'inviting', 'mesmerizing', 'intriguing', 'sensuous', 'sinful', 'disconcerting', 'rugged', 'youthful', 'enticing', 'majestic', 'melodic', 'childlike', 'refined', 'sophisticated', 'fierce', 'daring', 'boyish', 'velvety', 'breathtakingly', 'pleasing', 'provocative', 'fascinating', 'heavenly', 'startlingly']"
19,masculine,['alluring'],"['disconcerting', 'rugged', 'menacing', 'disturbingly', 'striking', 'youthful', 'captivating', 'enticing', 'erotic', 'stunningly', 'distinctive', 'delectable', 'feminine', 'compelling', 'undeniably', 'vibrant', 'mysterious', 'effortless', 'lustful', 'enchanting', 'seductive', 'angelic', 'mesmerising', 'irresistible', 'intoxicating', 'tantalizing', 'breathtaking', 'exotic', 'sinister', 'edgy', 'ethereal', 'refined', 'masculine', 'entrancing', 'calming', 'appealing', 'alluring', 'startling', 'fierce', 'inviting', 'mesmerizing', 'intriguing', 'subtle', 'boyish', 'delicate', 'distracting', 'hypnotic', 'sultry', 'velvety', 'desirable', 'breathtakingly', 'pleasing', 'frightening', 'expressive', 'irresistibly', 'provocative', 'dazzling', 'exquisite', 'endearing', 'radiant', 'sensuous', 'sensual']"
20,prison,['gatekeeper'],"['godfrey', 'chaos', 'hound', 'marshal', 'lord_elrond', 'citadel', 'thorin', 'sergeant', 'troop', 'gatehouse', 'gandalf', 'general', 'imperial', 'nymph', 'sultan', 'shaman', 'emperor', 'sanctuary', 'mordor', 'priest', 'elrond', 'gatekeeper', 'watchman', 'colonel', 'heimdall', 'smee', 'royal_palace', 'saruman', 'spacecraft', 'atlas', 'eagle', 'prison', 'commanding_officer', 'corporal', 'firenze', 'governor', 'sentry', 'young_prince', 'traveler', 'mr_mayfair', 'prime', 'steward', 'garrison', 'squire', 'ambassador', 'lieutenant', 'hawk', 'admiral', 'squadron', 'manservant', 'squad_leader', 'oracle', 'pope', 'commander', 'cavalry', 'coachman', 'mayor', 'ranger', 'guardsman', 'blackwood', 'gates', 'jarl', 'ark', 'elder', 'warden', 'guard', 'knight', 'fellowship', 'captain', 'chancellor', 'parmenion', 'chief', 'valor', 'aragorn', 'drawbridge']"
21,health,['influenza'],"['15_years_ago', 'immigrants', 'the_age_of_14', 'just_a_teenager', 'birthing', 'bombings', 'tragic_death', 'early_stages', 'twentyfive_years', 'rare_disease', 'deployment', 'greatest_enemy', 'sad_news', 'some_years_ago', 'influenza', 'births', '911', 'heart_disease', 'health_issues', 'deadly_disease', 'health', 'prision', 'bank_robbery', 'breakout', 'cullen_family', 'breathing_problems', 'leukemia', 'skin_cancer', 'hereditary']"
22,pride,['integrity'],"['selflessness', 'enlightenment', 'equality', 'thereby', 'discipline', 'humankind', 'wealth', 'intellect', 'penance', 'vices', 'independence', 'pride', 'deeds', 'fulfillment', 'discrimination', 'greed', 'redemption', 'whereby', 'devotion', 'nobility', 'leadership', 'treachery', 'credibility', 'prejudice', 'perseverance', 'yog', 'prosperity', 'humility', 'deception', 'unity', 'merit', 'oneself', 'deceit', 'undermine', 'obligations', 'greatness', 'ambition', 'corruption', 'willingness', 'values', 'integrity', 'sacrifice', 'limitations', 'ideals', 'loyalty', 'yagya', 'virtues', 'mankind', 'virtue', 'obedience', 'righteousness', 'therein', 'attain', 'discretion', 'morality', 'obtaining']"
23,dispute,['protest'],"['retort', 'dispute', 'respond', 'reply', 'speak', 'protest', 'argue', 'budge', 'retaliate', 'object', 'answer']"
24,nervousness,['unsettle'],"['deterred', 'dissatisfied', 'elude', 'unsettle', 'discount', 'validate', 'alters', 'excite', 'obtuse', 'perturbed', 'delight', 'humoured', 'irk', 'benign', 'provokes', 'nervousness', 'unnerve', 'agitate', 'innocuous', 'divine', 'dissent', 'spur', 'fascinate', 'distrust', 'astound', 'detects', 'stump', 'traitorous', 'insinuated', 'appeased', 'goad']"
25,government,['sector'],"['colonists', 'headquarters', 'other_planets', 'division', 'army', 'cities', 'different_locations', 'capital', 'facility', 'capitol', 'fighters', 'assassins', 'government_officials', 'representative', 'unit', 'dome', 'clans', 'transfers', 'academy', 'camps', 'leaders', 'parliament', 'miners', 'competitors', 'provinces', 'largest', 'settlement', 'citizen', 'estates', 'organisation', 'countries', 'baghdad', 'candidates', 'council_members', 'pilots', 'guilds', 'citizens', 'rulers', 'commanders', 'legion', 'sectors', 'operations', 'regions', 'nations', 'recruits', 'county', 'generals', 'chosen', 'objects', 'descendants', 'survivors', 'major_cities', 'participants', 'districts', 'legions', 'villages', 'personnel', 'courts', 'victors', 'the_united_states', 'tribes', 'kingdoms', 'representatives', 'north_america', 'continents', 'elite', 'new_recruits', 'factions', 'rebels', 'nation', 'sector', 'realms', 'officials', 'regiment', 'district', 'fleet', 'protectors', 'battalion', 'zones', 'engineers', 'troops', 'cohorts', 'empire', 'region', 'population', 'rank', 'order', 'towns', 'territories', 'divisions', 'levels', 'platoon', 'refugees', 'units', 'fallujah', 'royal_family', 'government', 'continent', 'colonies', 'armed_forces', 'armies', 'colony', 'squads', 'founders', 'the_united_states_of_america', 'residents', 'province']"
26,weakness,['shaky'],"['strained', 'frantic', 'steady', 'tremble', 'faint', 'weak', 'scratchy', 'lightheaded', 'erratic', 'quieter', 'unsteady', 'tensed', 'breathing', 'labored', 'wobbly', 'croaky', 'heavy', 'clammy', 'breathless', 'pained', 'calmer', 'panicked', 'shaking', 'shaky', 'steadier', 'shakey', 'winded', 'weakness', 'ragged', 'raspy', 'quivering', 'hoarse', 'nervous', 'breathy', 'trembling', 'softer', 'aggravated', 'panicky', 'groggy', 'shallow', 'watery', 'numb', 'trembled', 'muffled', 'stiff', 'barely_a_whisper', 'slurred', 'uneven']"
27,horror,['stunned'],"['gaped', 'awed', 'mortified', 'dazed', 'entranced', 'bewildered', 'mesmerized', 'confused', 'dumbstruck', 'gaping', 'total_shock', 'complete_awe', 'bewilderment', 'dumfounded', 'puzzled', 'mesmerised', 'stupefied', 'amused', 'shocking', 'aback', 'gawked', 'stunned', 'speechless', 'appalled', 'petrified', 'shocked', 'utter_shock', 'gobsmacked', 'paralyzed', 'astonished', 'horror', 'transfixed', 'awestruck', 'frozen', 'complete_shock', 'frightened', 'awe', 'amazement', 'astonishment', 'baffled', 'shock', 'horrified', 'amazed', 'unfazed', 'dumbfounded', 'startled', 'unaffected', 'flabbergasted', 'froze', 'stunned_silence', 'perplexed', 'astounded', 'surprised', 'aghast']"
28,swearing_terms,['hell'],"['seriously', 'real_question', 'fucking', 'dude', 'swearing_terms', 'crap', 'fk', 'heck', 'shit', 'bloody_hell', 'fucking_hell', 'hll', 'actual_fuck', 'why', 'fuck', 'fck', 'hell']"
29,leisure,['outdoor'],"['huge_pool', 'overcrowded', 'swimming_pools', 'overlooks', 'playgrounds', 'swimming_pool', 'ground_pool', 'located', 'huge_garden', 'indoor', 'biking', 'indoor_pool', 'outdoor', 'outdoor_pool', 'decent_size', 'cafes', 'fenced', 'big_garden', 'tennis_court', 'dining', 'gorgeous_view', 'allocated', 'resorts', 'gyms', 'themed', 'central', 'leisure', 'recreation', 'grassy', 'jacuzzi', 'bonfires', 'arcades', 'malls', 'huge_backyard', 'living_rooms', 'big_pool', 'tennis_courts']"
30,suffering,['torturous'],"['excruciatingly', 'unpleasant', 'horrific', 'repetitive', 'profound', 'sensational', 'enduring', 'horrifying', 'pure_torture', 'tiring', 'mundane', 'sickening', 'unpredictable', 'worst_kind', 'alarming', 'inhumane', 'dreary', 'addictive', 'unexplainable', 'daunting', 'pleasant', 'frightening', 'predictable', 'exhausting', 'stressful', 'ungodly', 'erotic', 'treacherous', 'bore', 'exhilarating', 'unneeded', 'pleasurable', 'nostalgic', 'hellish', 'satisfying', 'infuriating', 'disappointing', 'unsettling', 'agonising', 'depressing', 'barbaric', 'blissful', 'nonexistent', 'uninteresting', 'euphoric', 'eventful', 'miraculous', 'monumental', 'unimaginable', 'bittersweet', 'unappealing', 'manageable', 'meaningless', 'tiresome', 'nauseating', 'dreadful', 'tolerable', 'unforgettable', 'inconvenient', 'unnerving', 'inadequate', 'consistent', 'excruciating', 'devastating', 'unavoidable', 'unreal', 'suffering', 'torturous', 'brutal', 'traumatic', 'numbing', 'thrilling', 'rewarding', 'painful', 'spontaneous', 'damaging', 'maddening', 'unbearable', 'problematic', 'acute', 'chaotic', 'insignificant', 'morbid', 'agonizing', 'humiliating', 'dreamlike', 'horrid', 'overwhelming', 'disastrous', 'disconcerting', 'monotonous', 'outrageous', 'liberating', 'challenging', 'prolonged', 'bothersome', 'whole_experience', 'dread', 'gradual', 'tedious', 'horrendous', 'tragic', 'oppressive', 'joyous', 'terrifying', 'frustrating', 'traumatizing', 'atrocious', 'laughable', 'intolerable', 'bearable', 'enjoyable', 'unrealistic', 'gruesome', 'appalling', 'heartbreaking', 'strenuous']"
31,royalty,['ambassador'],"['crown', 'successor', 'empress', 'evacuation', 'appointed', 'sovereign', 'general', 'royalty', 'sultan', 'order', 'emperor', 'assassination', 'sanctuary', 'crete', 'colonists', 'counsel', 'advisor', 'lordship', 'royal_guard', 'president', 'new_king', 'senator', 'emissary', 'ministry', 'eagle', 'earl', 'monarch', 'advisers', 'governor', 'senate', 'ministers', 'brotherhood', 'establishment', 'royal_family', 'higher_ups', 'elite', 'messenger', 'steward', 'founder', 'council', 'garrison', 'ambassador', 'squire', 'lieutenant', 'marines', 'elders', 'magistrate', 'appoint', 'new_leader', 'representative', 'pope', 'commander', 'chairman', 'mayor', 'church', 'advisors', 'regiment', 'legion', 'mercenary', 'informant', 'priestess', 'subordinate', 'oceania', 'parliament', 'fellowship', 'knights', 'chancellor', 'personal_guard', 'chief', 'prime_minister', 'congress', 'generals', 'empire', 'embassy', 'province']"
